,年份,月份,測站,平均,最高/日期,最低/日期,降水量(毫米),最大十分鐘風,最大瞬間風,相對溼度平均,最小相對溼度/日期,氣壓(百帕),降水日數(天),日照時數(小時)
537,2010,8,淡水,29.5,36.9/21,24.9/27,30.5,5.8/150.0/22,12.7/220.0/27,72,47/18,1006.0,4,215.3
538,2010,8,(原板橋),29.8,38.2/3,24.4/16,140.0,8.2/240.0/6,14.7/250.0/6,72,47/3,1006.8,10,222.7
539,2010,8,新竹,29.9,36.8/3,24.5/28,77.2,6.7/280.0/7,16.8/330.0/4,73,49/6,1005.1,6,250.3
540,2010,8,臺中,29.2,35.9/18,23.8/14,463.5,6.5/180.0/21,14.3/180.0/21,74,46/15,999.5,16,179.7
541,2010,8,梧棲,29.2,33.9/6,23.4/28,187.5,9.7/260.0/11,16.2/230.0/7,74,52/18,1006.2,6,242.2
542,2010,8,日月潭,22.8,30.0/15,18.7/18,407.4,6.2/170.0/14,11.6/260.0/28,85,62/15,900.5,19,141.0
543,2010,8,嘉義,29.0,35.5/20,24.0/21,459.3,7.9/250.0/5,15.1/220.0/21,79,50/6,1006.4,16,210.7
544,2010,8,阿里山,15.1,22.0/20,11.4/8,858.8,4.3/270.0/28,12.1/260.0/28,91,49/8,765.5,20,125.6
545,2010,8,玉山,8.0,18.3/11,3.1/21,429.7,17.5/230.0/27,25.2/220.0/27,74,33/1,645.2,18,177.5
546,2010,8,臺南,29.3,36.3/14,24.0/15,501.4,9.9/110.0/15,18.8/110.0/15,72,47/14,1006.7,12,161.8
547,2010,8,高雄,29.5,35.9/15,24.2/27,437.0,8.2/180.0/26,14.7/230.0/27,76,51/15,1009.0,10,230.5
548,2010,8,恆春,28.6,33.4/12,24.0/27,381.7,7.7/290.0/5,15.7/290.0/6,82,60/14,1006.5,16,201.8
549,2010,8,宜蘭,28.9,34.7/14,24.4/15,65.5,9.2/100.0/22,13.4/110.0/22,76,56/29,1007.4,9,257.7
550,2010,8,蘇澳,28.8,33.7/11,24.7/24,31.4,10.0/160.0/24,18.3/140.0/24,77,51/29,1005.5,7,243.5
551,2010,8,花蓮,28.8,34.6/2,23.9/25,73.7,12.7/180.0/24,16.7/190.0/24,73,54/16,1006.5,8,260.7
552,2010,8,成功,28.7,34.6/2,24.1/24,212.2,10.5/220.0/27,18.3/220.0/27,79,58/18,1004.3,8,228.3
553,2010,8,臺東,29.3,34.4/7,24.0/25,184.1,7.2/200.0/28,16.2/210.0/28,77,54/4,1007.4,15,255.6
554,2010,8,大武,29.1,39.2/11,23.4/27,233.0,7.2/150.0/21,14.8/220.0/6,75,35/6,1007.8,13,237.8
555,2010,8,蘭嶼,26.2,30.2/15,22.1/26,207.8,25.3/260.0/5,34.5/250.0/6,90,77/4,972.8,15,186.8
556,2010,8,馬祖,27.1,32.3/20,23.8/26,5.9,11.0/200.0/10,18.9/200.0/9,89,61/14,997.7,4,236.2
557,2010,8,金門,28.0,34.6/21,24.7/29,4.4,6.4/200.0/31,14.5/230.0/5,85,62/24,1004.7,2,254.5
558,2010,8,澎湖,28.6,36.2/20,23.9/28,95.6,7.6/180.0/26,17.0/250.0/28,84,54/15,1008.0,7,240.4
559,2010,8,東吉島,29.2,33.8/18,24.9/28,195.8,17.0/220.0/27,21.0/220.0/27,82,61/18,1004.5,9,241.0
560,2010,9,彭佳嶼,28.3,32.8/12,23.8/31,472.2,24.8/160.0/30,33.7/170.0/31,85,65/27,996.9,11,274.4
561,2010,9,基隆,29.3,36.2/3,24.4/30,242.6,9.4/230.0/30,16.3/240.0/30,75,50/3,1004.8,12,233.9
562,2010,9,臺北,30.0,38.4/3,24.1/30,388.5,7.7/70.0/7,14.5/70.0/7,72,44/10,1007.2,13,212.4
563,2010,9,鞍部,23.0,29.8/3,18.7/9,471.0,10.4/350.0/30,19.7/150.0/6,91,54/3,918.0,12,139.6
564,2010,9,竹子湖,25.2,33.2/3,20.5/31,464.3,6.0/20.0/24,12.9/230.0/30,82,55/27,941.5,12,185.0
565,2010,9,淡水,29.3,37.3/4,23.4/31,196.6,7.1/150.0/6,14.8/160.0/6,74,47/4,1005.8,12,232.9
566,2010,9,(原板橋),29.7,38.3/3,23.9/31,343.7,7.5/240.0/30,15.1/60.0/7,72,50/3,1006.7,13,221.4
567,2010,9,新竹,29.6,36.9/5,23.6/31,130.0,6.0/20.0/7,14.5/140.0/7,72,48/20,1004.8,9,240.2
568,2010,9,臺中,28.9,35.6/10,23.4/26,203.5,5.8/180.0/14,12.9/180.0/25,77,49/3,998.9,20,155.9
569,2010,9,梧棲,29.3,33.6/22,24.1/31,108.8,11.5/10.0/8,18.8/360.0/8,75,52/22,1005.3,9,228.8
570,2010,9,日月潭,22.9,30.8/10,18.6/25,222.3,9.0/280.0/12,14.3/270.0/12,84,57/10,899.7,20,138.2
571,2010,9,嘉義,28.8,36.0/14,23.0/26,208.7,7.9/80.0/5,12.4/70.0/5,81,52/14,1005.3,21,212.1
572,2010,9,阿里山,14.9,22.1/24,9.0/27,366.3,4.8/310.0/1,13.1/320.0/1,90,56/14,764.7,22,115.0
573,2010,9,玉山,7.9,18.6/14,2.8/26,126.0,18.6/130.0/7,23.8/130.0/7,79,23/9,644.6,17,173.2
574,2010,9,臺南,29.6,35.4/6,24.9/5,210.0,7.6/200.0/10,13.7/70.0/5,71,51/19,1005.6,17,202.6
575,2010,9,高雄,29.4,34.4/1,25.3/25,164.7,6.8/150.0/31,13.7/160.0/31,78,59/18,1007.9,17,216.4
576,2010,9,恆春,28.6,33.1/5,22.8/25,278.3,7.8/100.0/25,15.8/90.0/25,81,59/27,1005.5,21,186.2
577,2010,9,宜蘭,28.8,35.7/9,24.5/31,151.1,9.7/330.0/9,16.7/90.0/7,77,49/9,1007.3,11,241.0
578,2010,9,蘇澳,28.7,33.8/9,24.6/30,310.8,8.9/150.0/17,14.0/50.0/8,78,52/9,1005.5,14,234.3
579,2010,9,花蓮,28.9,33.6/21,24.3/30,60.2,8.6/40.0/8,13.9/10.0/7,73,55/27,1006.3,11,253.0
580,2010,9,成功,29.0,34.4/21,24.8/30,50.2,9.6/40.0/7,20.2/200.0/31,79,58/27,1004.0,12,224.8
581,2010,9,臺東,29.4,34.3/11,25.0/23,137.1,8.6/200.0/31,17.1/200.0/31,75,55/27,1007.0,10,243.7
582,2010,9,大武,28.9,36.9/11,23.6/22,139.8,7.2/10.0/22,18.5/30.0/22,77,42/11,1007.4,14,226.1
583,2010,9,蘭嶼,26.0,30.2/4,21.4/25,406.2,21.0/40.0/7,31.7/50.0/7,92,61/4,972.2,21,152.8
584,2010,9,馬祖,28.1,35.1/9,24.6/31,19.7,9.4/200.0/12,17.7/180.0/14,85,53/9,998.9,3,290.5
585,2010,9,金門,29.0,37.0/31,24.6/30,8.4,8.6/70.0/7,19.5/90.0/7,78,47/22,1004.9,3,259.4
586,2010,9,澎湖,29.3,34.3/6,25.6/31,8.3,6.5/20.0/8,11.3/10.0/7,82,58/29,1007.0,4,259.0
587,2010,9,東吉島,29.7,34.3/21,25.4/29,49.2,12.2/210.0/16,16.3/210.0/16,81,65/26,1003.5,9,258.7
588,2010,10,彭佳嶼,26.9,31.3/6,23.4/20,73.8,27.0/120.0/19,40.8/140.0/19,84,69/13,998.5,13,233.6
589,2010,10,基隆,28.2,35.2/21,23.1/25,519.7,15.7/20.0/19,28.8/160.0/19,75,49/21,1006.3,11,171.1
590,2010,10,臺北,28.8,35.7/10,24.3/18,144.2,11.4/90.0/19,27.9/90.0/19,72,47/22,1008.4,15,201.5
591,2010,10,鞍部,21.7,27.5/4,16.9/25,522.0,16.2/190.0/19,37.8/180.0/19,92,58/4,918.6,14,134.6
592,2010,10,竹子湖,23.8,30.7/4,19.0/25,452.5,6.7/210.0/19,20.5/360.0/19,84,55/4,942.3,15,126.0
593,2010,10,淡水,27.9,34.4/2,22.2/25,76.3,9.1/120.0/20,28.3/120.0/19,77,50/28,1007.0,11,201.3
594,2010,10,(原板橋),28.5,35.9/22,23.8/21,176.5,10.7/100.0/20,24.8/60.0/19,73,47/22,1007.8,13,213.8
595,2010,10,新竹,28.1,34.0/8,21.8/18,93.7,8.0/20.0/19,20.4/160.0/19,76,50/19,1005.7,10,207.3
596,2010,10,臺中,28.1,34.6/8,23.3/21,328.6,8.9/10.0/19,25.5/10.0/19,77,49/21,999.4,15,163.8
597,2010,10,梧棲,28.1,34.2/8,23.3/25,97.2,23.9/350.0/19,37.5/360.0/19,77,57/21,1005.9,13,208.0
598,2010,10,日月潭,22.3,29.8/8,18.9/12,127.2,10.7/150.0/19,27.9/140.0/19,87,41/20,899.7,14,120.5
599,2010,10,嘉義,27.5,34.2/11,22.1/21,252.3,12.7/140.0/19,29.1/110.0/19,84,55/11,1005.9,16,179.3
600,2010,10,阿里山,14.4,21.6/5,9.4/12,592.4,11.1/150.0/20,29.6/280.0/19,88,44/18,764.4,24,103.3
601,2010,10,玉山,6.8,18.1/5,2.4/3,477.0,33.4/140.0/20,48.6/130.0/20,82,14/18,643.9,18,127.5
602,2010,10,臺南,28.4,34.2/22,23.3/19,461.0,18.6/170.0/19,32.8/190.0/19,74,48/15,1006.2,13,160.4
603,2010,10,高雄,28.3,34.8/3,23.0/20,853.0,15.0/230.0/19,29.5/210.0/19,80,53/3,1008.6,12,169.8
604,2010,10,恆春,27.4,32.6/11,23.2/19,847.6,13.2/290.0/19,27.4/280.0/19,83,53/22,1006.6,20,146.2
605,2010,10,宜蘭,27.8,34.3/10,22.8/25,266.8,16.8/30.0/19,29.8/30.0/19,76,42/17,1008.6,14,209.5
606,2010,10,蘇澳,27.6,32.7/7,23.1/23,311.9,22.4/80.0/19,51.5/50.0/19,77,54/7,1006.9,18,184.1
607,2010,10,花蓮,27.1,32.7/7,22.5/20,477.5,30.1/20.0/19,58.4/40.0/19,76,55/18,1007.6,16,196.3
608,2010,10,成功,27.2,33.9/6,23.4/21,701.4,25.6/180.0/19,39.6/190.0/19,81,55/29,1005.3,15,162.8
609,2010,10,臺東,27.6,33.8/19,22.6/20,779.7,11.9/200.0/19,25.8/200.0/19,79,48/19,1008.3,15,176.4
610,2010,10,大武,27.0,34.2/5,22.5/14,1037.2,9.6/180.0/19,21.6/200.0/19,82,52/29,1008.7,15,154.6
611,2010,10,蘭嶼,25.0,29.8/11,21.5/14,364.0,33.8/250.0/19,48.7/250.0/19,92,65/18,973.4,19,151.4
612,2010,10,馬祖,27.1,34.4/5,21.1/24,59.8,11.1/50.0/19,26.3/50.0/19,85,53/5,1000.7,13,185.1
613,2010,10,金門,27.3,34.1/16,22.9/26,130.5,17.1/110.0/20,31.9/100.0/20,81,52/19,1006.3,13,167.3
614,2010,10,澎湖,28.0,33.0/6,22.9/20,238.9,20.5/140.0/20,38.6/150.0/20,83,65/3,1007.6,7,211.9
615,2010,10,東吉島,28.2,31.6/3,24.4/9,270.8,30.3/160.0/20,44.0/170.0/20,82,69/4,1004.1,9,215.5
616,2010,11,彭佳嶼,23.5,29.8/11,16.9/26,260.9,22.0/60.0/22,32.9/90.0/22,79,53/4,1002.0,19,85.3
617,2010,11,基隆,24.0,32.3/2,17.0/27,506.3,15.7/10.0/21,25.8/10.0/21,79,54/30,1010.4,21,33.6
618,2010,11,臺北,24.4,33.8/3,16.8/28,345.4,8.1/70.0/1,15.9/70.0/21,79,56/2,1012.7,19,68.4
619,2010,11,鞍部,17.7,26.8/2,9.6/28,1492.5,13.4/350.0/21,32.7/340.0/21,97,77/2,921.2,21,27.7
620,2010,11,竹子湖,19.8,29.4/2,11.9/29,1319.4,7.5/20.0/15,18.7/320.0/26,87,68/4,945.1,20,64.8
621,2010,11,淡水,23.6,33.2/2,15.5/27,412.6,8.6/20.0/25,21.1/20.0/21,82,58/2,1011.2,17,74.7
622,2010,11,(原板橋),24.3,35.0/2,16.4/27,326.4,7.7/80.0/17,15.2/120.0/6,76,55/2,1012.1,17,74.7
623,2010,11,新竹,24.3,33.6/1,16.4/27,80.0,7.6/50.0/17,20.1/80.0/17,78,56/1,1009.4,11,129.7
624,2010,11,臺中,25.9,33.2/2,17.2/31,2.1,6.6/30.0/27,15.4/40.0/27,72,47/31,1001.7,3,165.2
625,2010,11,梧棲,24.7,31.1/24,17.0/29,0.7,16.9/10.0/26,30.6/10.0/26,75,53/24,1008.4,4,183.5
626,2010,11,日月潭,20.7,29.9/18,12.8/27,9.5,6.3/160.0/22,9.0/150.0/22,85,47/18,900.8,5,119.9
627,2010,11,嘉義,25.1,32.7/2,15.1/31,15.8,7.4/360.0/26,15.8/190.0/23,82,53/24,1008.0,3,181.0
628,2010,11,阿里山,13.2,20.7/12,3.3/30,194.4,5.3/160.0/24,14.4/180.0/22,88,42/30,764.4,13,112.4
629,2010,11,玉山,6.2,17.3/29,0.2/31,159.2,23.7/130.0/22,32.5/140.0/23,73,14/31,643.8,19,156.7
630,2010,11,臺南,26.3,33.7/14,17.1/29,69.0,10.8/160.0/23,19.6/160.0/22,72,49/30,1008.0,4,176.9
631,2010,11,高雄,27.0,32.5/2,19.0/31,175.5,9.3/150.0/22,20.3/150.0/22,76,50/31,1010.3,9,177.4
632,2010,11,恆春,26.3,33.0/14,18.3/28,413.4,14.0/40.0/18,27.5/40.0/26,76,53/30,1007.9,17,134.2
633,2010,11,宜蘭,23.8,31.9/11,16.4/31,900.8,10.1/50.0/22,16.6/50.0/22,82,57/31,1012.3,22,74.5
634,2010,11,蘇澳,23.9,30.3/2,16.6/27,1861.2,13.4/90.0/21,22.3/30.0/21,82,56/31,1010.5,25,63.7
635,2010,11,花蓮,25.1,31.6/3,17.6/28,629.2,13.6/50.0/26,23.6/40.0/26,74,47/30,1010.3,15,117.8
636,2010,11,成功,25.6,32.2/1,18.4/29,428.1,12.4/10.0/27,23.1/30.0/26,78,55/30,1007.7,24,122.6
637,2010,11,臺東,25.9,32.5/2,18.5/28,503.8,8.1/40.0/26,19.3/30.0/26,76,47/30,1010.6,17,142.8
638,2010,11,大武,26.0,33.3/24,18.0/30,456.1,9.9/20.0/18,18.1/20.0/18,76,45/24,1010.7,21,143.3
639,2010,11,蘭嶼,23.6,28.6/11,18.5/27,839.0,31.7/20.0/18,47.9/50.0/27,88,65/25,974.3,21,93.8
640,2010,11,馬祖,21.4,29.3/2,13.7/28,50.7,10.8/360.0/22,23.6/360.0/21,77,45/5,1005.8,8,86.3
641,2010,11,金門,22.9,32.8/2,14.1/29,129.6,10.2/60.0/23,22.6/40.0/23,68,37/31,1010.7,7,119.5
642,2010,11,澎湖,25.2,31.8/3,19.0/29,52.9,14.4/20.0/26,29.4/360.0/26,77,55/4,1010.4,5,127.5
643,2010,11,東吉島,25.5,31.5/2,19.9/29,56.0,25.9/10.0/26,35.5/360.0/26,78,56/5,1006.1,3,164.9
644,2010,12,彭佳嶼,17.0,24.1/5,7.9/27,91.0,20.0/10.0/16,29.9/360.0/16,71,34/8,1005.5,8,139.8
645,2010,12,基隆,16.9,27.7/12,6.4/27,198.6,15.2/20.0/16,23.3/40.0/16,69,34/29,1014.1,8,116.2
646,2010,12,臺北,17.5,29.7/12,7.2/27,63.4,7.5/70.0/15,17.6/70.0/15,70,33/28,1016.5,6,163.0
647,2010,12,鞍部,11.2,22.9/12,1.6/27,261.5,11.6/350.0/16,22.0/360.0/16,83,18/28,922.2,8,125.1
648,2010,12,竹子湖,12.9,24.4/12,2.1/26,224.2,9.1/20.0/15,18.0/330.0/16,77,13/28,947.1,9,151.7
649,2010,12,淡水,16.2,27.5/12,5.2/31,100.1,8.7/20.0/16,19.8/350.0/16,74,38/29,1015.1,6,158.5
650,2010,12,(原板橋),16.9,29.1/12,5.6/28,87.6,6.3/80.0/15,14.2/90.0/15,72,32/28,1015.9,8,166.6
651,2010,12,新竹,16.4,25.2/1,5.8/18,61.1,8.0/20.0/16,19.6/110.0/16,74,31/29,1013.2,6,177.0
652,2010,12,臺中,18.1,28.7/5,7.5/27,27.4,6.9/30.0/16,17.5/30.0/16,67,30/9,1005.5,3,201.3
653,2010,12,梧棲,17.3,25.6/13,8.3/18,24.0,17.0/360.0/16,35.7/40.0/16,71,34/30,1012.9,2,214.9
654,2010,12,日月潭,14.5,25.6/1,5.4/27,35.5,6.9/170.0/16,9.3/170.0/16,73,33/28,902.2,5,168.4
655,2010,12,嘉義,17.6,30.1/13,5.6/18,32.7,9.2/10.0/26,14.8/360.0/16,76,30/28,1012.2,3,206.1
656,2010,12,阿里山,7.3,18.1/12,-2.9/17,64.9,6.0/130.0/15,12.2/280.0/16,76,18/18,762.3,4,173.0
657,2010,12,玉山,-0.2,14.0/13,-11.3/17,52.1,16.8/280.0/16,31.5/300.0/16,56,14/20,639.1,4,241.1
658,2010,12,臺南,19.2,29.5/13,9.0/27,14.5,10.7/10.0/16,19.7/360.0/26,66,35/31,1012.6,1,205.5
659,2010,12,高雄,20.9,29.5/6,11.3/27,11.5,8.0/350.0/26,16.6/350.0/26,67,30/10,1014.3,1,188.5
660,2010,12,恆春,21.4,29.5/13,14.3/17,1.2,13.4/40.0/3,27.4/50.0/16,69,47/21,1011.5,2,175.8
661,2010,12,宜蘭,17.1,26.1/6,6.8/26,92.2,8.9/40.0/24,13.8/310.0/17,73,35/28,1016.3,10,137.1
662,2010,12,蘇澳,17.2,25.6/2,7.8/27,341.0,11.7/70.0/24,22.5/360.0/16,73,40/9,1014.1,11,109.3
663,2010,12,花蓮,18.8,26.6/2,10.5/28,20.2,12.4/40.0/16,23.7/50.0/16,66,40/9,1014.1,9,98.8
664,2010,12,成功,19.5,27.0/5,12.6/31,22.4,11.6/20.0/16,21.8/40.0/16,72,39/29,1011.5,13,82.0
665,2010,12,臺東,20.1,27.9/14,12.6/28,12.6,7.9/40.0/16,18.1/60.0/16,66,37/28,1014.4,6,113.9
666,2010,12,大武,20.8,28.3/13,12.8/27,13.3,8.3/20.0/14,14.5/350.0/16,68,42/28,1014.5,3,121.1
667,2010,12,蘭嶼,18.8,25.3/13,13.5/31,68.7,22.8/20.0/16,36.5/30.0/16,78,51/9,977.3,15,92.1
668,2010,12,馬祖,13.5,23.2/2,3.2/17,41.1,9.5/360.0/15,21.6/10.0/24,75,31/27,1008.7,6,180.0
669,2010,12,金門,14.8,25.8/6,3.2/17,34.1,8.1/60.0/24,18.1/50.0/15,73,27/31,1015.0,3,186.7
670,2010,12,澎湖,19.0,27.2/13,11.9/17,13.1,11.8/20.0/16,24.3/10.0/16,70,40/9,1014.7,2,188.1
671,2010,12,東吉島,19.9,26.3/13,13.2/16,10.5,24.3/20.0/16,32.8/10.0/16,69,38/30,1010.2,1,179.1
672,2011,1,彭佳嶼,17.0,24.1/5,7.9/27,91.0,20.0/10.0/16,29.9/360.0/16,71,34/8,1005.5,8,139.8
673,2011,1,基隆,16.9,27.7/12,6.4/27,198.6,15.2/20.0/16,23.3/40.0/16,69,34/29,1014.1,8,116.2
674,2011,1,臺北,17.5,29.7/12,7.2/27,63.4,7.5/70.0/15,17.6/70.0/15,70,33/28,1016.5,6,163.0
675,2011,1,鞍部,11.2,22.9/12,1.6/27,261.5,11.6/350.0/16,22.0/360.0/16,83,18/28,922.2,8,125.1
676,2011,1,竹子湖,12.9,24.4/12,2.1/26,224.2,9.1/20.0/15,18.0/330.0/16,77,13/28,947.1,9,151.7
677,2011,1,淡水,16.2,27.5/12,5.2/31,100.1,8.7/20.0/16,19.8/350.0/16,74,38/29,1015.1,6,158.5
678,2011,1,(原板橋),16.9,29.1/12,5.6/28,87.6,6.3/80.0/15,14.2/90.0/15,72,32/28,1015.9,8,166.6
679,2011,1,新竹,16.4,25.2/1,5.8/18,61.1,8.0/20.0/16,19.6/110.0/16,74,31/29,1013.2,6,177.0
680,2011,1,臺中,18.1,28.7/5,7.5/27,27.4,6.9/30.0/16,17.5/30.0/16,67,30/9,1005.5,3,201.3
681,2011,1,梧棲,17.3,25.6/13,8.3/18,24.0,17.0/360.0/16,35.7/40.0/16,71,34/30,1012.9,2,214.9
682,2011,1,日月潭,14.5,25.6/1,5.4/27,35.5,6.9/170.0/16,9.3/170.0/16,73,33/28,902.2,5,168.4
683,2011,1,嘉義,17.6,30.1/13,5.6/18,32.7,9.2/10.0/26,14.8/360.0/16,76,30/28,1012.2,3,206.1
684,2011,1,阿里山,7.3,18.1/12,-2.9/17,64.9,6.0/130.0/15,12.2/280.0/16,76,18/18,762.3,4,173.0
685,2011,1,玉山,-0.2,14.0/13,-11.3/17,52.1,16.8/280.0/16,31.5/300.0/16,56,14/20,639.1,4,241.1
686,2011,1,臺南,19.2,29.5/13,9.0/27,14.5,10.7/10.0/16,19.7/360.0/26,66,35/31,1012.6,1,205.5
687,2011,1,高雄,20.9,29.5/6,11.3/27,11.5,8.0/350.0/26,16.6/350.0/26,67,30/10,1014.3,1,188.5
688,2011,1,恆春,21.4,29.5/13,14.3/17,1.2,13.4/40.0/3,27.4/50.0/16,69,47/21,1011.5,2,175.8
689,2011,1,宜蘭,17.1,26.1/6,6.8/26,92.2,8.9/40.0/24,13.8/310.0/17,73,35/28,1016.3,10,137.1
690,2011,1,蘇澳,17.2,25.6/2,7.8/27,341.0,11.7/70.0/24,22.5/360.0/16,73,40/9,1014.1,11,109.3
691,2011,1,花蓮,18.8,26.6/2,10.5/28,20.2,12.4/40.0/16,23.7/50.0/16,66,40/9,1014.1,9,98.8
692,2011,1,成功,19.5,27.0/5,12.6/31,22.4,11.6/20.0/16,21.8/40.0/16,72,39/29,1011.5,13,82.0
693,2011,1,臺東,20.1,27.9/14,12.6/28,12.6,7.9/40.0/16,18.1/60.0/16,66,37/28,1014.4,6,113.9
694,2011,1,大武,20.8,28.3/13,12.8/27,13.3,8.3/20.0/14,14.5/350.0/16,68,42/28,1014.5,3,121.1
695,2011,1,蘭嶼,18.8,25.3/13,13.5/31,68.7,22.8/20.0/16,36.5/30.0/16,78,51/9,977.3,15,92.1
696,2011,1,馬祖,13.5,23.2/2,3.2/17,41.1,9.5/360.0/15,21.6/10.0/24,75,31/27,1008.7,6,180.0
697,2011,1,金門,14.8,25.8/6,3.2/17,34.1,8.1/60.0/24,18.1/50.0/15,73,27/31,1015.0,3,186.7
698,2011,1,澎湖,19.0,27.2/13,11.9/17,13.1,11.8/20.0/16,24.3/10.0/16,70,40/9,1014.7,2,188.1
699,2011,1,東吉島,19.9,26.3/13,13.2/16,10.5,24.3/20.0/16,32.8/10.0/16,69,38/30,1010.2,1,179.1
700,2011,2,彭佳嶼,12.7,20.8/14,6.3/16,104.0,17.8/10.0/15,26.4/360.0/15,80,57/1,1011.0,25,2.7
701,2011,2,基隆,13.6,18.4/14,8.4/16,431.7,13.0/10.0/15,21.3/10.0/15,79,47/1,1019.8,30,1.3
702,2011,2,臺北,13.7,20.9/14,7.9/16,71.9,8.3/80.0/22,15.2/80.0/22,83,54/1,1022.2,25,17.1
703,2011,2,鞍部,7.5,15.8/14,0.2/16,538.5,10.7/350.0/15,19.9/350.0/16,98,73/1,926.1,29,7.0
704,2011,2,竹子湖,9.2,17.8/14,1.8/16,412.7,8.2/20.0/20,17.6/10.0/21,93,62/1,951.3,29,34.3
705,2011,2,淡水,12.7,21.6/18,5.5/1,108.6,6.7/10.0/6,14.8/30.0/15,84,52/22,1020.8,19,22.9
706,2011,2,(原板橋),13.6,21.1/18,7.7/16,97.9,7.4/70.0/22,15.3/50.0/22,81,59/1,1021.5,25,28.4
707,2011,2,新竹,13.3,20.7/5,7.6/16,74.6,7.0/20.0/9,16.3/20.0/6,86,57/1,1018.3,16,49.1
708,2011,2,臺中,14.9,23.3/27,7.9/1,35.4,6.6/30.0/15,15.4/40.0/15,74,40/1,1009.7,5,129.1
709,2011,2,梧棲,13.8,22.0/5,7.9/12,24.2,15.0/10.0/15,28.4/40.0/15,79,46/1,1017.3,7,93.3
710,2011,2,日月潭,12.5,22.6/27,5.9/15,58.0,6.4/170.0/21,10.1/170.0/21,81,44/27,904.9,8,87.9
711,2011,2,嘉義,14.7,23.5/5,6.2/1,25.7,8.9/360.0/15,15.5/20.0/15,80,46/1,1016.5,7,115.7
712,2011,2,阿里山,5.5,12.2/14,-1.7/17,133.8,4.0/150.0/3,11.2/280.0/21,91,58/1,763.6,8,93.1
713,2011,2,玉山,-2.2,9.3/27,-9.3/31,25.0,16.4/280.0/7,25.6/280.0/24,78,15/8,639.1,5,164.1
714,2011,2,臺南,15.4,23.7/27,9.4/12,6.7,12.2/10.0/15,21.6/360.0/15,74,32/1,1016.8,4,113.5
715,2011,2,高雄,17.5,25.0/19,11.3/12,7.7,6.6/10.0/15,13.9/340.0/15,72,39/1,1018.4,5,130.2
716,2011,2,恆春,19.2,25.4/28,14.3/16,12.4,11.6/40.0/16,26.6/360.0/16,70,53/3,1015.3,5,109.5
717,2011,2,宜蘭,13.9,23.4/14,8.0/16,136.3,6.7/360.0/15,10.7/350.0/15,84,54/1,1021.9,28,19.9
718,2011,2,蘇澳,13.9,22.3/14,7.3/16,489.7,8.6/10.0/15,22.1/30.0/6,81,53/1,1019.6,28,12.6
719,2011,2,花蓮,16.4,23.8/14,11.4/17,18.1,13.6/40.0/15,24.0/40.0/15,71,51/1,1018.8,11,44.3
720,2011,2,成功,17.3,24.6/23,11.5/16,46.2,11.4/30.0/15,20.4/50.0/15,72,53/2,1015.7,14,39.8
721,2011,2,臺東,17.7,24.7/27,12.2/16,14.9,7.8/40.0/15,17.7/30.0/15,68,48/2,1018.6,6,51.9
722,2011,2,大武,18.8,25.4/28,13.8/17,23.8,8.2/30.0/15,15.7/20.0/16,68,45/2,1018.6,8,69.5
723,2011,2,蘭嶼,16.2,22.6/23,10.9/16,396.7,28.5/20.0/6,40.3/30.0/6,90,65/1,980.4,29,27.7
724,2011,2,馬祖,7.1,11.9/9,2.6/16,16.9,10.4/80.0/16,19.0/70.0/16,76,42/1,1015.6,8,45.7
725,2011,2,金門,10.6,19.1/14,4.0/17,3.1,8.5/80.0/29,19.9/50.0/16,70,34/16,1020.8,3,88.5
726,2011,2,澎湖,14.2,20.4/5,10.3/16,8.7,11.4/20.0/16,23.4/10.0/15,79,55/1,1019.6,4,29.1
727,2011,2,東吉島,15.5,20.3/5,11.4/16,14.0,22.4/20.0/15,31.6/360.0/15,78,52/1,1014.5,5,39.9
728,2011,3,彭佳嶼,16.1,23.4/26,9.2/14,57.7,17.4/120.0/16,25.8/110.0/16,78,46/5,1006.1,15,64.4
729,2011,3,基隆,16.3,25.4/26,10.0/14,267.2,11.0/10.0/11,16.9/20.0/11,79,40/8,1014.6,18,54.4
730,2011,3,臺北,16.9,28.0/27,10.2/14,68.0,8.3/90.0/5,14.7/80.0/5,78,43/6,1017.0,14,87.8
731,2011,3,鞍部,11.1,23.6/28,2.6/14,185.5,9.6/350.0/13,18.9/140.0/12,91,42/8,922.6,19,69.4
732,2011,3,竹子湖,12.7,24.8/28,4.3/14,122.2,8.0/20.0/19,17.8/20.0/17,88,32/6,947.4,15,80.2
733,2011,3,淡水,15.2,27.4/26,7.8/14,104.1,6.5/20.0/11,14.3/30.0/11,81,36/6,1015.7,13,79.7
734,2011,3,(原板橋),16.4,28.7/27,9.1/14,74.3,6.1/70.0/25,12.0/70.0/25,78,41/6,1016.4,13,91.2
735,2011,3,新竹,15.2,24.7/9,8.5/14,63.1,6.3/20.0/11,17.3/30.0/12,86,43/6,1014.0,9,94.6
736,2011,3,臺中,17.2,27.8/28,10.3/14,27.6,5.8/10.0/13,14.1/30.0/13,74,34/7,1006.4,8,162.4
737,2011,3,梧棲,15.1,25.5/8,9.3/14,33.3,13.2/350.0/13,24.3/40.0/11,83,47/8,1013.9,7,115.3
738,2011,3,日月潭,14.8,25.9/27,8.2/1,22.2,6.1/140.0/13,7.6/130.0/13,76,42/10,902.9,6,154.7
